"","region","crop_group","FAO_crop","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"197","north_east","Cereals","Barley",41433,23816,15825,12842,18127,19851,19920,16769,19796,42192,32376,62802,62236,46381,11077,41165,66876,36295,36408,16358,32246.4,39453.8,12725,14408,13126,9736.12,19577.5,24740,29756,20372,16664,11687.75,8234.75,8586,30814,59135,46433.25
"198","north_east","Cereals","Cereals, nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,10,24,2
"199","north_east","Cereals","Maize",1127056,1632989,971602,1579834,1218194,1485205,1202632,1384316,1200484,893754,1313811,1195292,1202505,1280834,1476658,1217959,1127388,1048392,1047826,808732.21,742028.04,985560.49,977291.8,1068926.67,1158500.57,812934.93,1032572.68,1116472.2,1037691.52,743202.89,958342.76,527324.23,686664.86,898597.72,978653.74,1068343,1023524.04
"200","north_east","Cereals","Millet",NA,NA,NA,NA,NA,NA,2,10,8,NA,NA,NA,4,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,13,1,NA
"201","north_east","Cereals","Oats",19328,63131,55771,115174,108082,85213,87709,97390,75292,78115,69710,62317,30121,62202,26427,16499,58840,57002,59210,85376,17194.5,63547.4,30959.69,37271.51,50007.56,58712,65339.75,59081.5,85305,56052,45673,25955.4,28815.2,31072,32386.2,34012,26887
"202","north_east","Cereals","Rice, paddy",2957,5497,3841,855,882,1041,942,2288,1598,2485,4032,2345,1864,927,2207,1283,1141,1418,1119,955,1346,615,708,1403,897,982,1709,1198,1184,1424,1027.27,112,659.3,1013.27,2473.69,2740,2738.56
"203","north_east","Cereals","Rye",NA,NA,NA,NA,NA,NA,NA,NA,30,50,28,120,110,10,NA,60,22,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","north_east","Cereals","Sorghum",720412,808231,626035,630426,826456,881621,597505,943782,923869,733302,887634,755624,821429,544855,790488,709027,1164507,1021632,1082364,1111360.75,1092817.53,1053887.45,988702.46,1098057.67,948954.79,886791.12,872540,961082.83,983048.08,962818.13,961926.14,878730.8,972124.96,805472.53,1029268.28,837662,888803.21
"205","north_east","Cereals","Triticale",NA,NA,2,30,99,176,605,514,276,6,51,8,132,NA,NA,NA,3,NA,64,35,NA,NA,15,NA,NA,NA,80,60,NA,NA,50,NA,NA,5,NA,95,30
"206","north_east","Cereals","Wheat",108176,170384,144042,142175,123306,150336,108879,137134,148458,136606,120793,122954,126853,132882,172793,125816,115488,98521,97910,55477,35282.45,45607.64,37489.89,41101.08,49834.24,47668.29,60374.27,93020.87,134311.68,120295.99,107252.9,71048.57,51959.69,72491.24,82965.25,115632,90227.06
"207","north_east","Fibres","Agave fibres nes",NA,NA,NA,1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,561,108,244,121,63,57,300,202,50,110,70,255,87,83,189,655,436.5,377.5,945,5648.29,2971.4,4208,2564
"208","north_east","Fibres","Bastfibres, other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"209","north_east","Fibres","Sisal",10642,10321,9150,5681,600,NA,NA,NA,1704,3424,NA,1704,6526,8220,7695,8194,16110,14675,14675,6996,4256.5,4176.5,4176.5,4055.5,4055.5,3508,3422,2519,3657,3657,3657,1453,2273,NA,NA,520,520
"210","north_east","Fibres","Tobacco, unmanufactured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","north_east","Fruits","Apples",32699,41736,30873,32153,40332,37646,38362,36241,43248,42307,42240,42671,45377,49447,45569,46112,44388,48133,43603.58,49178.76,39548.71,45946.51,46009.87,40508.43,44910.08,45280.13,45032.68,43382.18,42385.37,43327.55,43790.98,44651.6,45271.55,46088.9,42932.45,42747,42246.09
"212","north_east","Fruits","Apricots",98,173,200,194,212,129,66,77,80,71,48,46,150,141,152,158,144,141,157,154,154,152,168,136,170.07,148.82,225.82,229.82,218.75,222.07,231.82,168.32,221.82,97.82,71.32,56,51.25
"213","north_east","Fruits","Avocados",2868,2306,2508,2177,853,888,1288,1047,1164,1097,542,1372,1340,1220,1364,1354,1557,1335,1379,1332,1221.75,1435.75,1430.75,1469.75,1523.25,1548.25,1709.25,1810,1829.75,1793.68,1750.53,833.25,1705.53,1690.53,1678.53,1761,1786.1
"214","north_east","Fruits","Bananas",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,5,12,2,4,2,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"215","north_east","Fruits","Berries nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA
"216","north_east","Fruits","Cherries",53,54,54,18,45,42,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,20,NA,21,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,29,29,29
"217","north_east","Fruits","Dates",43,43,19,NA,24,13,36,31,37,10,6,NA,17,37,NA,36,37,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA
"218","north_east","Fruits","Figs",692,732,712,701,731,700,517,521,12,11,11,11,11,27,27,27,10,27,27,27,27,27,10,10,10,10,10,10,10,10,10,10,10,26,29,30,30
"219","north_east","Fruits","Fruit, fresh nes",5725,3312,4141,3004,7957,8716,8613,10228,11590,9553,10248,12860,14301,16086,17747,18926,19357,18937,16251,17061,18531,19223.48,19386.48,18661.98,22065.89,19182.39,20782.27,21445.92,22654.92,23052.54,30544.18,29011.83,31033.68,29017.88,21502.21,13031,30811.9
"220","north_east","Fruits","Fruit, tropical fresh nes",NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,5,2,2,56,55,70,55.5,73.5,59.5,76.5,76.5,96,96,382.96,382.96,548.09,548.09,560.24,571.74,578.24,575.74,621.5,724,741
"221","north_east","Fruits","Grapefruit (inc. pomelos)",2587,2579,2588,2525,1172,1201,719,1006,649,1319,396,1150,1649,1184,2194,2349,3028,2374,2384,2394,2960.8,2952.8,2875.9,3192.3,3163.8,3158.8,3284.3,3310.6,3353.7,3363.7,3377.7,3444.7,3656.5,3639.5,3519.44,3733,3736.82
"222","north_east","Fruits","Grapes",11059,14467,13745,15801,15643,14053,14366,13218,13300,11134,10506,10563,8798,7669,7390,7362,6598,5988,6124,4701.5,4572,3897,4239.25,2003.5,3346.4,3802.9,4073.1,4081.1,3886.25,4076,3974.75,3821.75,3567.25,3855.75,3841.5,3751,4376.9
"223","north_east","Fruits","Lemons and limes",1911,2049,2668,2745,2478,2060,1928,2090,2013,2362,1414,2562,2732,2451,2651,2712,4677,2940,2974,2302,2848,3370.25,3837.4,4501.6,5353.31,5570.31,5704.31,5114.31,5086.31,4918.31,5150.31,5772.29,5594.29,5878.78,7432.26,7127,6882.41
"224","north_east","Fruits","Mangoes, mangosteens, guavas",5761,5519,5158,5814,3527,3715,4103,3635,4599,5786,5312,6125,6444,6634,6792,7025,7822,6370,3004,5706,6836,6783,6836,6808,6869.5,6933.5,6605.5,6680.5,5030.5,5946.5,5769.5,5384.7,5315.3,4876.62,4684.38,4625,4592.26
"225","north_east","Fruits","Melons, other (inc.cantaloupes)",4039,4351,4237,4689,4835,6216,7700,6348,7256,6471,7228,10941,9374,9960,10432,8654,6960,9097,8729,4514,4135.75,3929.25,3773,3635.02,4660.5,4242,4180.05,3271.98,2973.33,2465.35,2150.7,1997,1678.09,7279.72,6663.71,7291,7251.65
"226","north_east","Fruits","Oranges",69736,68951,64248,80758,45481,48688,44764,57871,55865,63160,39925,35144,60431,70422,79301,82689,106993,89174,88172,91942.75,98646.65,94602.51,97315.28,98717.58,100347.24,100227.5,102861.47,100977.68,102711.3,101516.27,101407.4,95337.26,95329.67,94250.07,92404.65,87292,82247.56
"227","north_east","Fruits","Papayas",127,363,456,460,523,400,709,344,435,238,NA,231,662,925,1286,827,896,267,498,823,761,794,735,751.5,727.56,831.99,1021,483,365,284,331,326,283,231,264,299,223
"228","north_east","Fruits","Peaches and nectarines",7863,9851,11423,11102,11310,13343,8542,12952,18021,18015,21848,24168,26293,26487,25724,26838,25946,22925,25953,21827.7,25285.9,23144,20139.77,8128.8,14176.26,15516.27,19622.27,19426.69,17138.74,20505.59,19691.96,15745.5,13059.39,14358.54,11840.79,10614,10787
"229","north_east","Fruits","Pears",1685,1901,1889,1866,947,828,173,207,210,216,195,413,511,481,427,413,266,353,448.1,446.1,429.1,427.5,435,280,372.6,340,340,312,316,302.5,297.5,297.5,296.5,278,306,248,285
"230","north_east","Fruits","Persimmons",NA,3,3,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","north_east","Fruits","Pineapples",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,NA,NA,6,6,6,6,6,6,6,6,6,16,16,16,16,16,9,NA,10,5,5,9
"232","north_east","Fruits","Plums and sloes",242,254,210,157,166,155,62,82,159,125,166,156,174,158,238,264,122,271,279.1,243.1,220.4,310.5,308.5,208,342.6,249.5,484.5,463,437.5,623.2,975,811,951.25,891.92,820.92,913,890.67
"233","north_east","Fruits","Quinces",302,1004,1031,873,622,427,214,268,84,73,74,288,306,745,440,669,660,369,643.5,642.5,586,589,576,367,546.25,528,457,494,496,515,480,495,482,489.28,458,471,424.5
"234","north_east","Fruits","Raspberries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,20,12,1,8,NA,NA,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA
"235","north_east","Fruits","Strawberries",NA,NA,1,5,16,NA,3,8,23,16,2,20,7,11,10,27,22,26,2,31,37,50.5,43.5,74.5,60.5,66,64,42,6,11,9,12,20,12.47,8.25,7,22.25
"236","north_east","Fruits","Tangerines, mandarins, clementines, satsumas",4800,7611,6510,7894,4602,3426,3398,3815,3193,3303,1543,1385,5517,5949,6412,6692,7035,6644,6670,6860,6638.8,6682.85,7037.25,7103.31,6835.81,6717.81,6949.31,9878.31,9730,9626.25,9621.5,9439.18,9580.18,9791.68,6758.04,6819,6806.27
"237","north_east","Fruits","Watermelons",2805,2828,3005,2859,2720,3012,2679,3433,3096,2768,2576,3806,3475,3352,3580,3521,3377,7351,5090,4619.25,5509.44,6687.25,5507.38,6687.57,6424.11,6167.2,5443.9,6230.38,5201.21,5046.79,3910.45,4432.9,4264.81,5102.03,4949.11,4907,4989.5
"238","north_east","Live plants","live plants",NA,NA,NA,NA,6,NA,2084,1728,2390,2078,2318,1796,2016,764,1015,1140,1233,908,900,778.7,458,376,287,291,282,94,29.5,39.45,69.5,31.5,35.5,25.5,52,46,27.25,37,NA
"239","north_east","Nuts","Almonds, with shell",2,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","north_east","Nuts","Nuts, nes",95,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","north_east","Nuts","Pistachios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,60,80,80,80,81,121,81,85,92,16,16,39,39,25,36,33,122.11,143.41,123.3,66,85.11,91.39,128,130.69
"242","north_east","Nuts","Walnuts, with shell",23451,26632,23932,22849,25730,23921,27211,27158,28819,30184,36725,32594,32827,33156,34715,37029,39926,38621,41756.25,39496.75,39518.66,39398.46,39047.25,39497.56,40717.9,43292.52,44682.2,45902.2,50644.35,53193.7,54099.36,52019.26,53731.07,63424.38,65778.5,69284,72837.86
"243","north_east","Oils","Groundnuts, with shell",8673,13344,13410,13243,11611,17685,12708,13910,12709,12197,10305,12318,10815,7434,9970,3827,6488,18513,14297,12814.75,15509,10564.5,6358.85,7094,8823.25,9108,4854.46,7383.59,6968.5,8849.06,11619.03,9895.62,13988.46,11405.61,10400.85,16977,11079.03
"244","north_east","Oils","Linseed",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","north_east","Oils","Mustard seed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","north_east","Oils","Oilseeds nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,130,337
"247","north_east","Oils","Olives",40,45,45,40,50,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,2100,2100,1100,500,500
"248","north_east","Oils","Rapeseed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,83,401.6,1278.25,947,1065.99,956.8,155,4173.9,1375.11,381.5,40,897,9581,4697.76
"249","north_east","Oils","Safflower seed",152396,92253,42992,118443,79128,98182,138242,178336,45159,37615,74481,52323,66194,55571,21777,34242,28129,18565,52875,44332,29994,52916.4,26835.5,57485.35,64625,20843,38653.4,37029.3,15334.5,24176,37491.5,4928.44,2428,13913.68,41775.92,76057,15621.07
"250","north_east","Oils","Sesame seed",348,229,116,347,368,44,62,317,532,8427,568,377,40,18,NA,6,100,70,65,60,12,62,30,6,1,13,20,29,3,98,40,13,283,NA,137,90,292.7
"251","north_east","Oils","Soybeans",31164,61778,29084,54965,75202,57546,76884,76413,78016,89444,55214,57940,63873,41570,61310,50416,35983,71880,46331,62147,51640,32954,38235,53799,69379.5,67492.5,36803,49140,56875,44936.72,113165.51,116289.77,109443.37,115328.44,135763.71,162115,149204.33
"252","north_east","Pulses","Beans, dry",851102,1190371,890187,1205331,1007252,1164871,1232725,1207998,1323183,816000,1400908,1272046,671952,1174877,1325484,1272889,1344876,947059,1315145,965673.14,892445.45,1022056.38,1267187.52,1105304.68,1000715.25,673943.77,1026947.08,859288.26,867816.95,693086.44,968431.82,426597.99,949984.12,1144754.03,1055824.13,1025771,1042690.99
"253","north_east","Pulses","Broad beans, horse beans, dry",177,180,230,310,199,193,315,352,136,200,147,135,69,88,61,76,122.5,66,52,40,49.75,40,40.5,49,49.75,46,43,17,22,37,40,22,37.5,18.25,12.75,13,21.25
"254","north_east","Pulses","Chick peas",1040,30,NA,13,30,5,491,1446,1339,58,40,18,22,3206,4077,5,1,82,280,129,34,128,64.5,3,55,75,5,10,NA,1,NA,NA,NA,NA,20,NA,NA
"255","north_east","Pulses","Lentils",16,313,345,190,393,467,226,29,NA,39,129,336,332,400,140,73,30,208,32,60,63,80.5,33,95,35,NA,NA,33,12,25,30,NA,14,NA,15,17,8
"256","north_east","Pulses","Peas, dry",550,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","north_east","Roots and tubers","Cassava",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","north_east","Roots and tubers","Potatoes",5559,9487,9319,11243,10908,11497,10993,12176,10095,13482,11663,14461,13727,14263,14541,14228,13803.75,14761,13016,15455.25,13348,15805.5,14014.4,17724.8,15646.5,11292.25,11814.3,12986.5,10476,9221.5,9762,9673.57,9160.5,8994,8287.5,7959,6594
"259","north_east","Roots and tubers","Roots and tubers, nes",7,6,48,7,8,9,30,18,53,13,1,11,12,10,12,4,59,58,58,97,57,61.75,11.7,39.5,74,43.42,22.75,36.75,28.75,55.25,24,34.5,30.5,45.5,45,47,79.5
"260","north_east","Roots and tubers","Sweet potatoes",299,332,81,24,83,39,71,65,35,82,25,29,64,15,11,11,29.5,543,212,285,382.35,371.5,378.44,379,295.5,262,384.62,242.58,110.78,184.98,201.95,253.05,271.51,318.92,315.99,326,307.08
"261","north_east","Sugar crops and sweetners","Sugar cane",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,4,6,71,71,8572,99443,102208.16,105474.35,106829.15,105887.05,102977,109261.75,110620.25,115325.32,111369,123647,123602,125698,133850.65,133841.25,132240.61,10776,138162.62
"262","north_east","Vegetables","Artichokes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","north_east","Vegetables","Asparagus",NA,15,15,30,NA,27,64,206,221,208,178,170,292,314,314,327,128,314,266,256,266,216,216,237,210,40,170,NA,NA,NA,NA,NA,NA,NA,NA,18,114
"264","north_east","Vegetables","Beans, green",766,728,1050,1410,1240,1292,1136,1236,2537,3453,1705,983,1995,13,2594,3229,547,537,397,7,37.25,76.5,24,37,41.5,31,72.75,37,202.5,135,49,37,145,111,134.5,23,51
"265","north_east","Vegetables","Cabbages and other brassicas",772,663,629,784,856,559,619,824,1255,1132,796,1049,1227,865,988,802,768,765,1102,1001,679,806.5,692.6,662.17,658,724,546.85,736.44,729.89,637.4,770.65,1137,1066.25,786.75,798.14,1084,1205.85
"266","north_east","Vegetables","Carrots and turnips",278,251,224,454,721,655,624,883,996,1046,1067,874,707,1085,1004,1815,2436,2278,2656,3572,3417.75,2884.5,2695.9,2981.85,3337.25,2837.5,2804.4,3548.52,3135.6,3527.05,3640.55,3352.1,2793.9,2973.7,2359,1718,2130.75
"267","north_east","Vegetables","Cauliflowers and broccoli",204,66,84,89,245,296,832,2000,2079,3046,2471,1075,1290,1680,1163,1190,1102,1215,1291,1095,666.5,557.5,297.6,401.5,424,622.5,351.54,509.46,503.2,307.5,521.31,373.25,172.5,346,381.5,558,683.63
"268","north_east","Vegetables","Chillies and peppers, green",32010,26865,49619,20878,27228,37694,38642,40173,52073,52385,38013,38805,80328,70001,46356,50674,48258.5,80024,80916,83454.6,74271.15,71198.5,77072.39,78916.1,80507.44,84195.22,87998.55,83715.37,70325.12,86250.84,85616.72,87281.2,77017.84,76689.67,86696.29,90834,111693.4
"269","north_east","Vegetables","Cucumbers and gherkins",161,29,180,335,362,296,269,99,286,198,260,486,413,416,266,778,1365,1560,1129,846,628,412,580.25,562.75,1106.75,910.25,758.25,641.24,770.75,769.82,883.48,930.85,824.93,452.24,754.6,795,837.7
"270","north_east","Vegetables","Eggplants (aubergines)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.5,7,27
"271","north_east","Vegetables","Garlic",733,905,790,1397,1457,1178,1666,1872,2592,1589,1743,1681,2334,1834,1549,1666,2840,2468,3134,2555,2156.5,1949,1559.46,1820,1815.8,1640,1590,2486.25,1923.54,2297.71,2000.8,2499,2244.5,2140,2433.75,2668,3052.5
"272","north_east","Vegetables","Leeks, other alliaceous vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","north_east","Vegetables","Lettuce and chicory",857,661,730,581,818,430,753,796,1276,1090,805,1010,1155,1515,1403,1629,1452.5,1327,1384,2010,2004.5,1950.25,2194.85,2149,2495,3424.5,3496.5,3137,3363.57,3365.1,4051,4008.5,2714.45,3624.1,3649.5,3846,3823
"274","north_east","Vegetables","Okra",4372,1916,3749,2474,1926,2800,2018,3727,3480,2645,3628,3801,5616,1787,5130,3683,1132,3865,4810,3717,6030,2309,4731.65,2452.3,3046,2189.5,3957,2604,3702.65,3292,1692.56,2386.14,2440,953.34,2451.98,616,2965.5
"275","north_east","Vegetables","Onions, shallots, green",6752,4723,6956,5942,7472,9508,8666,8840,12522,11333,12465,13588,13027,12449,11668,11579,12921,15068,15279,18694,12401.5,13880,12632.95,13229.52,14937.25,14657.45,14985.6,16961.26,14483.3,14685.96,16674.13,18354.96,14618.43,15128.24,16525.29,17691,19689.87
"276","north_east","Vegetables","Peas, green",47,29,443,246,141,870,281,349,235,708,198,274,299,199,155,165,95.5,97,82,105,103,86.75,47,100.5,68.25,77,75,32.5,39,46,44,38,42.5,39.5,50.5,35,59
"277","north_east","Vegetables","Pumpkins, squash and gourds",2140,868,495,680,962,949,1209,1892,2332,1812,1990,1746,2200,1192,1204,1311,1292,1695,1425,1795.63,1927.65,1947.75,1962.4,2388.65,2830.75,2509.9,4577.6,5374.76,6555.45,4841.37,9941.41,9251.6,9089.77,7687.48,9304.5,14558,25355.42
"278","north_east","Vegetables","Spinach",NA,NA,24,28,NA,NA,12,40,NA,29,22,9,NA,1,NA,3,88,3,22,9,11,220,192.5,59,73,233.8,144.5,111,130.5,20.5,30.5,46,24.75,28,23.5,112,115
"279","north_east","Vegetables","Tomatoes",10353,8705,12572,10118,9514,11786,9491,8630,12552,10040,10180,10721,14423,12412,13616,12851,11951.75,11928,12708,14156.55,14148.5,15540.5,15770.78,14585.25,13594.43,16356.38,15248.75,15714.83,12493.37,12965.73,12991.65,12657.45,11162.37,12128.12,13936.2,12622,12659.06
"280","north_east","Vegetables","Vegetables, fresh nes",240,313,229,325,401,468,922,1394,983,324,366,424,1461,1930,6280,2883,4454.25,2739,8830,10345,11598.18,13666.71,14320.11,16144.56,16630.76,17142.2,15156.3,13232.44,14565.94,10997.44,11520.74,14182.44,13847.59,13001.72,13551.3,14343,14081.52
"281","north_west","Beverage crops and spices","Anise, badian, fennel, coriander",59,100,117,140,208,164,279,357,717,875,636,532,551,522,803,947,1010,1074,965,1020,1298,1480,1078,932,999,1440,2047,1345.5,1110.5,880,1245,1288,1075.31,1132.16,1340.75,1192,1838
"282","north_west","Beverage crops and spices","Coffee, green",12029,12799,12799,14012,14708,NA,14175,14175,16787,18159,18159,18072,16734,17640,17399,18263,18284,20056,18931,17600,17865.5,17728.5,13545.75,11852.25,18942.75,19304.25,19024.17,18138.67,20862.74,20651.74,20097.42,20101.42,18591.28,17678.06,17739.03,16974,17150.14
"283","north_west","Beverage crops and spices","Peppermint",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,2,2,4,7,6,6,6,6,11.5,8.75,5.25,7.5,5.5,5.75,9,16.75,13.3,20.25,16.5,17,29,25.55
"284","north_west","Beverage crops and spices","Spices, nes",NA,5,NA,NA,NA,NA,NA,2,4,2,2,13,31,1,11,217,610,419,373,345.5,544,525,507.25,742.5,642.5,479.3,174.5,312.75,318.25,299.8,493.12,453.8,477.32,418.55,396.25,556,394.85
"285","north_west","Beverage crops and spices","Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","north_west","Beverage crops and spices","Tea nes",NA,NA,NA,NA,NA,NA,11,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","north_west","Cereals","Barley",54894,29662,29432,29430,11105,13054,22348,21275,27658,12178,12971,21964,25760,12034,8453,30100,3107,2058,12537,14834,1280,8386.01,3775,4176,2559,8358,82,415,57,2280.2,9262,2526,12,1155,NA,30,NA
"288","north_west","Cereals","Cereals, nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,13,NA,NA,NA,113,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","north_west","Cereals","Maize",253353,215297,160973,191743,169504,229521,241239,152998,184856,181346,208601,378234,380692,597662,676747,562912,571774,667994,587827,395915.5,419883.45,449576,485821.3,450980.07,580446.28,554205.19,570888.21,669558.35,661807.83,607471.08,616352.24,488075.44,469323.08,500659.04,454960.87,611636,688492.71
"290","north_west","Cereals","Oats",1070,184,342,302,1,101,1001,1487,11,19,NA,391,455,NA,103,352,NA,NA,308,16,NA,265,18,1207,28,794,48,113,79,323,1638,398,95,990,NA,148,NA
"291","north_west","Cereals","Rice, paddy",43716,72019,55251,38520,53688,109220,65114,58191,17152,62472,28644,17462,29676,9244,20059,18400,8814,22926,14026,7088,5639,2517,2839,5030.75,7097.04,8851.5,7556,7561.5,4936.66,6082.65,8090.37,5942.94,6542.8,6832.48,8743.86,10320,10769.58
"292","north_west","Cereals","Rye",NA,NA,2,NA,NA,NA,NA,200,NA,NA,NA,27,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,NA,NA,NA,NA,166
"293","north_west","Cereals","Sorghum",174651,240283,184115,193677,150908,254982,230068,197832,144534,203726,227182,109624,75411,80231,128082,186958,410728,322262,260841,232553,244691.25,284873.25,199315.85,309850.64,323895.71,255599.76,244257.07,337020.48,333065.36,255116.7,296929.85,360021.2,278578.68,282588.37,382525.18,298630,286461.42
"294","north_west","Cereals","Triticale",NA,NA,NA,4,NA,48,3,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,238,663,762,39,NA,NA,NA,NA,NA,20,NA,NA
"295","north_west","Cereals","Wheat",470884,487798,630159,519796,621798,727783,775461,520522,454553,605165,531075,468605,438908,426097,401934,423702,267723,313705,366864,317551,454961,445082,416873.2,374584.5,223903.99,314768,343980,360377.7,398461,450371.12,408834.38,385936.61,353813.89,413735.07,452521.55,503317,482598.31
"296","north_west","Feedstuffs","Forage and silage, rye grass",NA,NA,NA,NA,NA,5,NA,2,30,21,423,260,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","north_west","Fibres","Agave fibres nes",NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,110,NA,NA,NA,NA,NA,NA,NA,5,5,145,232,276,922,1272,1572.25,191,488,1778.49,683,645,372,819.5
"298","north_west","Fibres","Tobacco, unmanufactured",29834,32788,36710,30876,27503,26841,35006,27702,31870,25616,20420,14084,9682,32141,26025,15714,20624,18716,26575,21402,18514,15976.5,9337.25,10038.25,9537,6786,7689.5,5035.85,4323.5,3065.5,2906,3237,5718.75,6151.15,6107.64,5345,5820.66
